Alabama,Clay County,18,291,113,178
Alabama,Cleburne County,0,15080,7482,7598
Alabama,Cleburne County,1,858,438,420
Alabama,Cleburne County,2,1000,498,502
Alabama,Cleburne County,3,1039,565,474
Alabama,Cleburne County,4,904,458,446
Alabama,Cleburne County,5,881,438,443
Alabama,Cleburne County,6,833,415,418
Alabama,Cleburne County,7,841,424,417
Alabama,Cleburne County,8,871,437,434
Alabama,Cleburne County,9,1032,526,506
Alabama,Cleburne County,10,1006,513,493
Alabama,Cleburne County,11,1083,536,547
Alabama,Cleburne County,12,956,462,494
Alabama,Cleburne County,13,1003,521,482
Alabama,Cleburne County,14,926,446,480
Alabama,Cleburne County,15,735,356,379
Alabama,Cleburne County,16,494,220,274
Alabama,Cleburne County,17,351,141,210
Alabama,Cleburne County,18,267,88,179
Alabama,Coffee County,0,50909,25180,25729
Alabama,Coffee County,1,3098,1605,1493
Alabama,Coffee County,2,3301,1700,1601
Alabama,Coffee County,3,3444,1788,1656
Alabama,Coffee County,4,3302,1699,1603
Alabama,Coffee County,5,3106,1582,1524
Alabama,Coffee County,6,3263,1688,1575
Alabama,Coffee County,7,3295,1710,1585
Alabama,Coffee County,8,3213,1610,1603
Alabama,Coffee County,9,3488,1759,1729
Alabama,Coffee County,10,3483,1700,1783
Alabama,Coffee County,11,3467,1772,1695
Alabama,Coffee County,12,3347,1587,1760
Alabama,Coffee County,13,2984,1424,1560
Alabama,Coffee County,14,2779,1365,1414
Alabama,Coffee County,15,1922,855,1067
Alabama,Coffee County,16,1546,652,894
Alabama,Coffee County,17,1008,417,591
Alabama,Coffee County,18,863,267,596
Alabama,Colbert County,0,54543,26290,28253
Alabama,Colbert County,1,3091,1577,1514
Alabama,Colbert County,2,3269,1681,1588
Alabama,Colbert County,3,3324,1678,1646
Alabama,Colbert County,4,3350,1741,1609
Alabama,Colbert County,5,3276,1614,1662
Alabama,Colbert County,6,3240,1574,1666
Alabama,Colbert County,7,3129,1517,1612
Alabama,Colbert County,8,3149,1535,1614
Alabama,Colbert County,9,3420,1669,1751
Alabama,Colbert County,10,3564,1738,1826
Alabama,Colbert County,11,3981,1904,2077
Alabama,Colbert County,12,4075,1967,2108
Alabama,Colbert County,13,3576,1721,1855
Alabama,Colbert County,14,3193,1501,1692
Alabama,Colbert County,15,2554,1117,1437
Alabama,Colbert County,16,1834,777,1057
Alabama,Colbert County,17,1306,540,766
Alabama,Colbert County,18,1212,439,773
Alabama,Conecuh County,0,12670,6098,6572
Alabama,Conecuh County,1,700,324,376
Alabama,Conecuh County,2,734,374,360
Alabama,Conecuh County,3,805,410,395
Alabama,Conecuh County,4,766,393,373
Alabama,Conecuh County,5,793,414,379
Alabama,Conecuh County,6,621,318,303
Alabama,Conecuh County,7,636,310,326
Alabama,Conecuh County,8,667,293,374
Alabama,Conecuh County,9,728,335,393
Alabama,Conecuh County,10,788,384,404
Alabama,Conecuh County,11,952,448,504
Alabama,Conecuh County,12,1011,512,499
Alabama,Conecuh County,13,882,412,470
Alabama,Conecuh County,14,879,418,461
Alabama,Conecuh County,15,638,296,342
Alabama,Conecuh County,16,478,220,258
Alabama,Conecuh County,17,283,119,164
Alabama,Conecuh County,18,309,118,191
Alabama,Coosa County,0,10886,5492,5394
Alabama,Coosa County,1,519,262,257
Alabama,Coosa County,2,522,253,269
Alabama,Coosa County,3,558,283,275
Alabama,Coosa County,4,616,317,299
Alabama,Coosa County,5,611,334,277
Alabama,Coosa County,6,557,303,254
Alabama,Coosa County,7,545,289,256
Alabama,Coosa County,8,577,308,269
Alabama,Coosa County,9,758,370,388
Alabama,Coosa County,10,827,431,396
Alabama,Coosa County,11,891,460,431
Alabama,Coosa County,12,1015,541,474
Alabama,Coosa County,13,873,435,438
Alabama,Coosa County,14,723,340,383
Alabama,Coosa County,15,506,250,256
Alabama,Coosa County,16,368,154,214
Alabama,Coosa County,17,224,83,141
Alabama,Coosa County,18,196,79,117
Alabama,Covington County,0,37914,18361,19553
Alabama,Covington County,1,2221,1149,1072
Alabama,Covington County,2,2321,1189,1132
Alabama,Covington County,3,2376,1233,1143
Alabama,Covington County,4,2221,1145,1076
Alabama,Covington County,5,2225,1148,1077
Alabama,Covington County,6,2115,1029,1086
Alabama,Covington County,7,2155,1035,1120
Alabama,Covington County,8,2039,981,1058
Alabama,Covington County,9,2298,1148,1150
Alabama,Covington County,10,2334,1135,1199
Alabama,Covington County,11,2762,1353,1409
Alabama,Covington County,12,2883,1423,1460
Alabama,Covington County,13,2466,1188,1278
Alabama,Covington County,14,2342,1124,1218
Alabama,Covington County,15,1823,829,994
Alabama,Covington County,16,1394,582,812
Alabama,Covington County,17,974,380,594
Alabama,Covington County,18,965,290,675
Alabama,Crenshaw County,0,13977,6837,7140
Alabama,Crenshaw County,1,857,440,417
Alabama,Crenshaw County,2,860,432,428
Alabama,Crenshaw County,3,911,479,432
Alabama,Crenshaw County,4,845,450,395
Alabama,Crenshaw County,5,900,460,440
Alabama,Crenshaw County,6,734,377,357
Alabama,Crenshaw County,7,780,375,405
Alabama,Crenshaw County,8,808,403,405
Alabama,Crenshaw County,9,900,435,465
Alabama,Crenshaw County,10,871,394,477
Alabama,Crenshaw County,11,1061,561,500
Alabama,Crenshaw County,12,1041,518,523
Alabama,Crenshaw County,13,900,435,465
Alabama,Crenshaw County,14,896,418,478
Alabama,Crenshaw County,15,579,285,294
Alabama,Crenshaw County,16,430,181,249
Alabama,Crenshaw County,17,291,114,177
Alabama,Crenshaw County,18,313,80,233
Alabama,Cullman County,0,81289,40244,41045
Alabama,Cullman County,1,4817,2385,2432
Alabama,Cullman County,2,4995,2599,2396
Alabama,Cullman County,3,5301,2734,2567
Alabama,Cullman County,4,4954,2563,2391
Alabama,Cullman County,5,5043,2547,2496
Alabama,Cullman County,6,4955,2569,2386
Alabama,Cullman County,7,4857,2473,2384
Alabama,Cullman County,8,5003,2572,2431
Alabama,Cullman County,9,5223,2585,2638
Alabama,Cullman County,10,5219,2671,2548
Alabama,Cullman County,11,5863,2977,2886
Alabama,Cullman County,12,5714,2828,2886
Alabama,Cullman County,13,5021,2421,2600
Alabama,Cullman County,14,4811,2273,2538
Alabama,Cullman County,15,3703,1702,2001
Alabama,Cullman County,16,2724,1164,1560
Alabama,Cullman County,17,1774,744,1030
Alabama,Cullman County,18,1312,437,875
Alabama,Dale County,0,49484,24472,25012
Alabama,Dale County,1,3139,1648,1491
Alabama,Dale County,2,3349,1706,1643
Alabama,Dale County,3,3254,1626,1628
Alabama,Dale County,4,3044,1559,1485
Alabama,Dale County,5,3365,1848,1517
Alabama,Dale County,6,3652,1926,1726
Alabama,Dale County,7,3601,1879,1722
Alabama,Dale County,8,2927,1369,1558
Alabama,Dale County,9,3075,1528,1547
Alabama,Dale County,10,2920,1415,1505
Alabama,Dale County,11,3358,1640,1718
Alabama,Dale County,12,3334,1627,1707
Alabama,Dale County,13,2855,1392,1463
Alabama,Dale County,14,2528,1183,1345
Alabama,Dale County,15,1948,881,1067
Alabama,Dale County,16,1392,578,814
Alabama,Dale County,17,981,415,566
Alabama,Dale County,18,762,252,510
Alabama,Dallas County,0,41711,19314,22397
Alabama,Dallas County,1,2795,1402,1393
Alabama,Dallas County,2,2933,1477,1456
Alabama,Dallas County,3,2935,1524,1411
Alabama,Dallas County,4,2912,1459,1453
Alabama,Dallas County,5,2927,1336,1591
Alabama,Dallas County,6,2445,1127,1318
Alabama,Dallas County,7,2373,1059,1314
Alabama,Dallas County,8,2284,1002,1282
Alabama,Dallas County,9,2324,1021,1303
Alabama,Dallas County,10,2434,1103,1331
Alabama,Dallas County,11,3052,1383,1669
Alabama,Dallas County,12,3146,1453,1693
Alabama,Dallas County,13,2636,1233,1403
Alabama,Dallas County,14,2244,1038,1206
Alabama,Dallas County,15,1594,742,852
Alabama,Dallas County,16,1189,495,694
Alabama,Dallas County,17,766,268,498
Alabama,Dallas County,18,722,192,530
Alabama,DeKalb County,0,71065,35024,36041
Alabama,DeKalb County,1,4401,2235,2166
Alabama,DeKalb County,2,5050,2532,2518
Alabama,DeKalb County,3,5157,2629,2528
Alabama,DeKalb County,4,4559,2368,2191
Alabama,DeKalb County,5,4512,2267,2245
Alabama,DeKalb County,6,4049,2041,2008
Alabama,DeKalb County,7,4267,2120,2147
Alabama,DeKalb County,8,4513,2258,2255
Alabama,DeKalb County,9,4874,2453,2421
Alabama,DeKalb County,10,4727,2364,2363
Alabama,DeKalb County,11,4855,2396,2459
Alabama,DeKalb County,12,4718,2355,2363
Alabama,DeKalb County,13,4224,2041,2183
Alabama,DeKalb County,14,3883,1842,2041
Alabama,DeKalb County,15,2823,1368,1455
Alabama,DeKalb County,16,2040,889,1151
Alabama,DeKalb County,17,1350,540,810
Alabama,DeKalb County,18,1063,326,737
Alabama,Elmore County,0,80977,39295,41682
Alabama,Elmore County,1,4799,2579,2220
Alabama,Elmore County,2,5170,2614,2556
Alabama,Elmore County,3,5422,2710,2712
Alabama,Elmore County,4,5056,2577,2479
Alabama,Elmore County,5,5860,3054,2806
Alabama,Elmore County,6,5354,2599,2755
Alabama,Elmore County,7,5357,2566,2791
Alabama,Elmore County,8,5415,2579,2836
Alabama,Elmore County,9,5744,2668,3076
Alabama,Elmore County,10,5527,2591,2936
Alabama,Elmore County,11,5958,2849,3109
Alabama,Elmore County,12,5392,2574,2818
Alabama,Elmore County,13,4565,2143,2422
Alabama,Elmore County,14,4068,1978,2090
Alabama,Elmore County,15,2956,1423,1533
Alabama,Elmore County,16,2014,922,1092
Alabama,Elmore County,17,1227,545,682
Alabama,Elmore County,18,1093,324,769
Alabama,Escambia County,0,37733,19319,18414
Alabama,Escambia County,1,2294,1187,1107
Alabama,Escambia County,2,2333,1165,1168
Alabama,Escambia County,3,2342,1134,1208
Alabama,Escambia County,4,2104,1043,1061
Alabama,Escambia County,5,2476,1296,1180
Alabama,Escambia County,6,2381,1380,1001
Alabama,Escambia County,7,2562,1485,1077
Alabama,Escambia County,8,2399,1350,1049
Alabama,Escambia County,9,2598,1453,1145
Alabama,Escambia County,10,2390,1312,1078
Alabama,Escambia County,11,2717,1419,1298
Alabama,Escambia County,12,2589,1313,1276
Alabama,Escambia County,13,2261,1084,1177
Alabama,Escambia County,14,2035,955,1080
Alabama,Escambia County,15,1609,704,905
Alabama,Escambia County,16,1213,533,680
Alabama,Escambia County,17,800,310,490
Alabama,Escambia County,18,630,196,434
Alabama,Etowah County,0,103531,50100,53431
Alabama,Etowah County,1,5953,3076,2877
Alabama,Etowah County,2,6109,3098,3011
Alabama,Etowah County,3,6577,3352,3225
Alabama,Etowah County,4,6568,3412,3156
Alabama,Etowah County,5,6637,3401,3236
Alabama,Etowah County,6,6045,2974,3071
Alabama,Etowah County,7,6086,2904,3182
Alabama,Etowah County,8,6118,2978,3140
Alabama,Etowah County,9,7068,3446,3622
Alabama,Etowah County,10,6950,3434,3516
Alabama,Etowah County,11,7185,3502,3683
Alabama,Etowah County,12,7366,3576,3790
Alabama,Etowah County,13,6950,3264,3686
Alabama,Etowah County,14,6190,2922,3268
Alabama,Etowah County,15,4374,1960,2414
Alabama,Etowah County,16,3223,1330,1893
Alabama,Etowah County,17,2189,849,1340
Alabama,Etowah County,18,1943,622,1321
Alabama,Fayette County,0,16874,8359,8515
Alabama,Fayette County,1,903,472,431
Alabama,Fayette County,2,1032,551,481
Alabama,Fayette County,3,1046,546,500
Alabama,Fayette County,4,1063,581,482
Alabama,Fayette County,5,1082,582,500
Alabama,Fayette County,6,849,415,434
Alabama,Fayette County,7,842,429,413
Alabama,Fayette County,8,955,454,501
Alabama,Fayette County,9,1061,520,541
Alabama,Fayette County,10,1074,520,554
Alabama,Fayette County,11,1254,645,609
Alabama,Fayette County,12,1225,594,631
Alabama,Fayette County,13,1188,579,609
Alabama,Fayette County,14,1040,494,546
Alabama,Fayette County,15,871,395,476
Alabama,Fayette County,16,659,295,364
Alabama,Fayette County,17,398,164,234
Alabama,Fayette County,18,332,123,209
Alabama,Franklin County,0,31601,15708,15893
Alabama,Franklin County,1,2092,1073,1019
Alabama,Franklin County,2,2188,1115,1073
Alabama,Franklin County,3,2149,1083,1066
Alabama,Franklin County,4,1989,1045,944
Alabama,Franklin County,5,2099,1051,1048
Alabama,Franklin County,6,1977,1066,911
Alabama,Franklin County,7,1962,988,974
Alabama,Franklin County,8,1969,1007,962
Alabama,Franklin County,9,2171,1095,1076
Alabama,Franklin County,10,2019,1037,982
Alabama,Franklin County,11,2073,1039,1034
Alabama,Franklin County,12,2030,1020,1010
Alabama,Franklin County,13,1843,851,992
Alabama,Franklin County,14,1600,781,819
Alabama,Franklin County,15,1321,597,724
Alabama,Franklin County,16,953,415,538
Alabama,Franklin County,17,659,264,395
Alabama,Franklin County,18,507,181,326
Alabama,Geneva County,0,26712,13135,13577
Alabama,Geneva County,1,1551,833,718
Alabama,Geneva County,2,1655,845,810
Alabama,Geneva County,3,1747,903,844
Alabama,Geneva County,4,1506,772,734
Alabama,Geneva County,5,1520,794,726
Alabama,Geneva County,6,1509,742,767
Alabama,Geneva County,7,1441,706,735
Alabama,Geneva County,8,1523,736,787
Alabama,Geneva County,9,1655,800,855
Alabama,Geneva County,10,1827,930,897
Alabama,Geneva County,11,1912,957,955
Alabama,Geneva County,12,1969,960,1009
Alabama,Geneva County,13,1768,870,898
Alabama,Geneva County,14,1719,850,869
Alabama,Geneva County,15,1270,576,694
Alabama,Geneva County,16,961,421,540
Alabama,Geneva County,17,623,259,364
Alabama,Geneva County,18,556,181,375
Alabama,Greene County,0,8553,4059,4494
Alabama,Greene County,1,504,264,240
Alabama,Greene County,2,566,283,283
Alabama,Greene County,3,574,290,284
Alabama,Greene County,4,532,279,253
Alabama,Greene County,5,570,312,258
Alabama,Greene County,6,470,235,235
Alabama,Greene County,7,468,209,259
Alabama,Greene County,8,412,190,222
Alabama,Greene County,9,416,205,211
Alabama,Greene County,10,471,191,280
Alabama,Greene County,11,611,283,328
Alabama,Greene County,12,729,335,394
Alabama,Greene County,13,697,328,369
Alabama,Greene County,14,469,213,256
Alabama,Greene County,15,363,175,188
Alabama,Greene County,16,264,118,146
Alabama,Greene County,17,184,72,112
Alabama,Greene County,18,253,77,176
Alabama,Hale County,0,15184,7166,8018
Alabama,Hale County,1,939,487,452
Alabama,Hale County,2,927,463,464
Alabama,Hale County,3,981,494,487
Alabama,Hale County,4,1075,530,545
Alabama,Hale County,5,998,500,498
Alabama,Hale County,6,838,405,433
Alabama,Hale County,7,854,392,462
Alabama,Hale County,8,814,362,452
Alabama,Hale County,9,821,385,436
Alabama,Hale County,10,965,438,527
Alabama,Hale County,11,1169,538,631
Alabama,Hale County,12,1127,537,590
Alabama,Hale County,13,1049,512,537
Alabama,Hale County,14,854,418,436
Alabama,Hale County,15,629,296,333
Alabama,Hale County,16,449,182,267
Alabama,Hale County,17,348,136,212
Alabama,Hale County,18,347,91,256
Alabama,Henry County,0,17190,8277,8913
Alabama,Henry County,1,943,496,447
Alabama,Henry County,2,929,481,448
Alabama,Henry County,3,1081,568,513
Alabama,Henry County,4,1026,537,489
Alabama,Henry County,5,908,458,450
Alabama,Henry County,6,864,411,453
Alabama,Henry County,7,932,446,486
Alabama,Henry County,8,992,482,510
Alabama,Henry County,9,1119,548,571
Alabama,Henry County,10,1118,541,577
Alabama,Henry County,11,1173,549,624
Alabama,Henry County,12,1253,620,633
Alabama,Henry County,13,1283,564,719
Alabama,Henry County,14,1284,604,680
Alabama,Henry County,15,873,421,452
Alabama,Henry County,16,624,275,349
Alabama,Henry County,17,383,163,220
Alabama,Henry County,18,405,113,292
Alabama,Houston County,0,104193,49889,54304
Alabama,Houston County,1,6496,3313,3183
Alabama,Houston County,2,6776,3536,3240
Alabama,Houston County,3,7245,3761,3484
Alabama,Houston County,4,6389,3269,3120
Alabama,Houston County,5,6442,3081,3361
Alabama,Houston County,6,6689,3228,3461
Alabama,Houston County,7,6757,3243,3514
Alabama,Houston County,8,6439,2990,3449
Alabama,Houston County,9,6859,3268,3591
Alabama,Houston County,10,6544,3153,3391
Alabama,Houston County,11,7376,3540,3836
Alabama,Houston County,12,7051,3364,3687
Alabama,Houston County,13,6340,2921,3419
Alabama,Houston County,14,5675,2661,3014
Alabama,Houston County,15,4041,1819,2222
Alabama,Houston County,16,3067,1294,1773
Alabama,Houston County,17,2152,866,1286
Alabama,Houston County,18,1855,582,1273
Alabama,Jackson County,0,52665,25974,26691
Alabama,Jackson County,1,2858,1499,1359
Alabama,Jackson County,2,3068,1630,1438
Alabama,Jackson County,3,3415,1749,1666
Alabama,Jackson County,4,3180,1688,1492
Alabama,Jackson County,5,3148,1604,1544
Alabama,Jackson County,6,2776,1433,1343
Alabama,Jackson County,7,2901,1365,1536
Alabama,Jackson County,8,3118,1551,1567
Alabama,Jackson County,9,3526,1767,1759
Alabama,Jackson County,10,3425,1717,1708
Alabama,Jackson County,11,3889,1929,1960
Alabama,Jackson County,12,3978,1967,2011
